cpu_socket,mb_socket,ram_type,mb_ram_type,cpu_tdp_w,gpu_tdp_w,psu_wattage,gpu_length_mm,case_form_factor,mb_form_factor,compatible
LGA1200,LGA1200,DDR4,DDR4,110,160,450,186,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,124,322,650,274,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR5,165,305,450,252,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,104,404,450,277,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,122,411,550,243,Micro-ATX,Micro-ATX,0
LGA1700,LGA1200,DDR4,DDR4,134,278,850,336,ATX,Mini-ITX,0
LGA1700,LGA1200,DDR4,DDR4,93,169,550,259,ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,134,350,450,222,ATX,Mini-ITX,0
AM4,LGA1200,DDR4,DDR4,96,363,550,296,Micro-ATX,Mini-ITX,0
LGA1700,LGA1200,DDR4,DDR4,103,383,650,247,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR4,68,249,850,357,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,129,275,750,272,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,129,193,650,250,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,162,280,550,184,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,70,211,1000,302,Micro-ATX,ATX,0
LGA1200,AM5,DDR5,DDR5,67,392,850,221,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,115,352,450,309,ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,160,205,850,349,ATX,ATX,1
LGA1700,LGA1700,DDR4,DDR4,103,123,850,323,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,129,415,650,295,ATX,Micro-ATX,0
LGA1200,LGA1700,DDR5,DDR5,115,375,650,185,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,89,220,750,230,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,152,401,450,354,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,115,222,1000,347,Mini-ITX,Mini-ITX,0
LGA1700,AM5,DDR5,DDR5,79,178,750,256,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,157,286,650,347,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,78,280,650,231,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,70,81,650,312,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,130,134,750,351,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,116,175,450,183,ATX,ATX,1
LGA1700,LGA1700,DDR5,DDR5,102,383,650,213,ATX,ATX,1
LGA1200,AM4,DDR5,DDR4,162,261,550,187,Mini-ITX,Mini-ITX,0
LGA1700,AM5,DDR5,DDR5,122,98,450,352,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,129,217,750,350,ATX,ATX,1
LGA1700,AM4,DDR4,DDR4,146,123,650,186,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,92,160,850,339,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,128,449,550,318,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,91,158,750,325,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,119,154,850,317,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,104,388,650,217,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,120,149,450,230,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR5,DDR4,121,135,550,287,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,152,314,450,338,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,75,158,650,344,Micro-ATX,Mini-ITX,0
LGA1700,LGA1200,DDR4,DDR4,140,93,850,297,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,103,276,550,294,ATX,ATX,1
AM5,AM5,DDR4,DDR5,121,263,850,292,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,83,289,850,186,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,66,142,1000,320,ATX,Micro-ATX,1
AM5,AM4,DDR4,DDR4,150,247,650,249,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,115,212,1000,275,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,95,96,850,251,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,84,430,650,359,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,162,199,850,270,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,67,289,550,246,Micro-ATX,Mini-ITX,1
LGA1700,AM5,DDR5,DDR5,143,308,450,285,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,115,343,850,272,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,135,406,450,277,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,78,161,750,320,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,145,107,550,250,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,100,383,450,203,ATX,ATX,0
AM5,AM5,DDR5,DDR5,164,169,1000,265,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,94,117,850,181,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,131,331,1000,345,ATX,ATX,1
LGA1700,AM5,DDR5,DDR5,160,102,550,202,ATX,ATX,0
AM5,AM5,DDR5,DDR5,68,322,750,203,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR5,DDR4,72,155,650,182,ATX,Mini-ITX,0
LGA1200,LGA1700,DDR4,DDR4,150,212,450,226,Mini-ITX,Mini-ITX,0
LGA1700,AM4,DDR4,DDR4,166,216,450,206,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,130,414,1000,327,ATX,Mini-ITX,1
AM4,LGA1700,DDR5,DDR5,96,267,650,252,Micro-ATX,ATX,0
LGA1200,AM4,DDR4,DDR4,118,237,1000,182,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,147,411,650,318,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,135,402,850,241,ATX,Micro-ATX,1
LGA1700,LGA1200,DDR4,DDR4,153,196,850,261,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,82,430,750,342,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,153,427,1000,292,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,147,430,750,283,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,128,339,850,304,ATX,ATX,1
AM5,AM5,DDR5,DDR5,71,439,850,304,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,115,155,550,317,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,146,366,650,210,Mini-ITX,Mini-ITX,1
LGA1700,AM5,DDR5,DDR5,80,374,850,264,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,169,374,1000,289,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,123,436,550,344,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,169,271,1000,322,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,134,215,650,246,ATX,ATX,1
AM4,AM4,DDR4,DDR4,109,222,550,233,Micro-ATX,ATX,0
AM5,AM4,DDR4,DDR4,76,434,450,187,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,109,148,550,299,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,103,367,850,256,ATX,ATX,1
AM4,AM4,DDR4,DDR4,93,158,850,315,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR4,DDR5,70,286,650,323,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,161,300,650,207,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,111,101,850,275,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,74,278,750,320,Micro-ATX,Micro-ATX,1
LGA1200,AM4,DDR4,DDR4,147,76,750,334,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,154,148,1000,286,Mini-ITX,Mini-ITX,0
AM5,LGA1700,DDR4,DDR4,95,205,650,281,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,115,313,550,180,Mini-ITX,Mini-ITX,1
AM4,AM5,DDR5,DDR5,111,94,550,196,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,112,150,650,337,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,95,418,550,226,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR5,DDR4,121,444,550,245,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,108,133,850,190,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,166,148,750,324,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,119,367,850,241,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,68,332,850,288,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,123,211,1000,302,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,98,288,1000,289,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR5,DDR4,84,134,1000,260,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,111,201,550,226,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,107,175,850,192,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,161,182,650,218,ATX,Mini-ITX,1
AM5,LGA1700,DDR4,DDR4,126,90,550,323,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,142,357,750,336,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,143,249,550,183,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,126,446,450,359,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,68,318,450,319,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,75,198,850,307,ATX,ATX,1
LGA1700,LGA1700,DDR4,DDR4,92,339,650,298,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,160,415,650,321,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,165,209,650,306,Micro-ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,84,217,750,351,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,168,336,650,257,Mini-ITX,Mini-ITX,0
LGA1200,LGA1700,DDR5,DDR5,150,423,550,257,Micro-ATX,Micro-ATX,0
LGA1700,AM5,DDR5,DDR5,73,392,450,214,ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,148,186,450,280,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,82,127,550,319,ATX,ATX,1
AM4,AM4,DDR4,DDR4,141,211,450,303,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR5,108,405,550,260,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,158,300,1000,326,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,98,427,850,205,ATX,ATX,1
AM5,LGA1700,DDR4,DDR4,136,266,750,332,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,69,259,750,308,ATX,ATX,1
LGA1200,LGA1200,DDR5,DDR4,108,413,650,259,Mini-ITX,Micro-ATX,0
AM4,LGA1200,DDR5,DDR4,145,358,550,326,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,123,380,1000,228,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,100,125,650,266,ATX,ATX,1
LGA1700,LGA1700,DDR5,DDR5,94,225,450,324,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR4,80,295,550,353,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,136,294,550,272,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,130,292,550,229,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,140,220,1000,311,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,127,128,750,324,ATX,Micro-ATX,1
AM4,LGA1200,DDR4,DDR4,110,427,450,218,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR5,DDR4,113,233,1000,319,ATX,Mini-ITX,0
LGA1700,AM5,DDR5,DDR5,122,413,650,249,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,163,87,750,251,ATX,Mini-ITX,1
LGA1700,AM4,DDR4,DDR4,132,144,750,293,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,111,229,1000,202,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,109,213,650,323,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,119,441,750,358,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,146,122,750,327,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,83,128,650,313,ATX,ATX,1
AM5,AM5,DDR4,DDR5,111,104,1000,275,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,162,244,850,186,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR5,85,300,650,288,Micro-ATX,ATX,0
LGA1700,AM5,DDR5,DDR5,162,122,850,348,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,100,214,650,350,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,164,229,650,320,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,66,375,550,328,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,109,238,850,236,ATX,ATX,1
AM5,AM5,DDR5,DDR5,136,201,850,288,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,159,109,750,272,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR4,91,401,750,218,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,101,148,550,235,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,122,441,1000,216,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,166,144,750,214,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,143,277,550,250,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,144,275,650,200,Mini-ITX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,108,375,550,300,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,119,347,750,319,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,80,442,1000,226,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,96,326,650,331,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR5,DDR4,135,387,750,221,ATX,ATX,0
AM4,AM4,DDR4,DDR4,125,371,850,350,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,93,229,450,325,Mini-ITX,ATX,0
AM4,AM5,DDR5,DDR5,133,278,550,290,Mini-ITX,ATX,0
LGA1700,AM4,DDR4,DDR4,98,270,750,300,Mini-ITX,Micro-ATX,0
LGA1200,AM4,DDR4,DDR4,103,85,1000,244,ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,68,94,750,251,ATX,ATX,1
LGA1200,LGA1700,DDR4,DDR4,137,276,850,288,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,69,106,850,328,Micro-ATX,Mini-ITX,0
LGA1200,LGA1700,DDR5,DDR5,163,322,850,327,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,141,410,550,299,Micro-ATX,Mini-ITX,0
AM5,LGA1200,DDR4,DDR4,162,270,650,191,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,131,137,450,252,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,101,429,1000,199,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,155,327,450,229,Mini-ITX,ATX,0
AM4,AM5,DDR5,DDR5,163,157,750,263,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,77,313,650,198,Mini-ITX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,82,190,1000,216,Micro-ATX,Micro-ATX,1
AM5,LGA1200,DDR4,DDR4,145,235,1000,186,ATX,Micro-ATX,0
LGA1200,AM4,DDR5,DDR4,87,395,850,182,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,74,314,1000,194,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,103,116,450,252,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,82,421,650,279,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,79,79,450,307,Mini-ITX,Micro-ATX,0
LGA1200,LGA1700,DDR4,DDR4,132,373,450,301,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,159,338,1000,269,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,77,190,850,278,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,93,152,1000,252,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,152,220,650,299,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,97,202,650,204,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,124,117,650,245,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,121,345,850,336,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,136,295,750,330,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,151,399,1000,303,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,131,187,450,232,Mini-ITX,Micro-ATX,0
LGA1200,AM4,DDR4,DDR4,100,161,550,182,Mini-ITX,Micro-ATX,0
LGA1700,AM4,DDR4,DDR4,100,272,850,280,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,87,84,650,338,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,106,374,650,348,ATX,ATX,1
LGA1700,LGA1700,DDR5,DDR5,113,229,1000,335,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,110,198,850,357,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR5,DDR4,85,263,450,236,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,68,419,650,297,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,153,83,650,188,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,150,231,850,184,ATX,ATX,1
AM5,AM4,DDR4,DDR4,71,180,850,325,ATX,ATX,0
LGA1200,AM4,DDR4,DDR4,104,365,850,330,Micro-ATX,Mini-ITX,0
LGA1200,AM4,DDR4,DDR4,100,152,750,347,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,158,79,450,205,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR5,148,135,1000,287,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,94,167,1000,272,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,95,435,750,250,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,67,114,650,291,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,70,387,450,327,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,143,234,450,344,ATX,Mini-ITX,0
LGA1200,LGA1700,DDR4,DDR4,91,430,850,200,ATX,ATX,0
AM4,AM4,DDR4,DDR4,84,439,1000,332,Micro-ATX,Micro-ATX,0
LGA1700,LGA1200,DDR4,DDR4,122,352,750,240,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,80,206,850,337,Mini-ITX,Micro-ATX,0
AM5,LGA1200,DDR4,DDR4,96,432,1000,211,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,112,385,850,215,Mini-ITX,Micro-ATX,0
LGA1700,LGA1200,DDR4,DDR4,149,240,1000,216,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,65,133,650,285,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,126,210,650,205,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,126,91,650,336,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,152,318,750,256,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,121,209,1000,263,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,133,172,1000,209,ATX,ATX,1
AM4,AM4,DDR4,DDR4,141,307,450,352,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,83,107,1000,212,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,151,93,1000,234,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,99,268,650,180,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,76,354,650,181,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,71,146,550,216,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,108,247,450,296,ATX,ATX,1
LGA1700,LGA1200,DDR4,DDR4,87,203,550,217,ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,98,177,650,230,Mini-ITX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,161,233,650,268,Mini-ITX,ATX,0
LGA1700,AM4,DDR4,DDR4,72,302,1000,261,ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,146,380,850,300,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,155,243,550,312,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,74,384,850,271,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,126,258,550,206,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,88,281,650,217,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,115,286,450,288,ATX,ATX,0
AM5,AM5,DDR4,DDR5,74,343,650,180,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,85,447,450,262,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,143,240,1000,337,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,76,158,450,275,Micro-ATX,Micro-ATX,1
LGA1700,AM5,DDR5,DDR5,144,276,850,240,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,132,325,550,311,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,65,367,850,278,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR4,DDR5,79,404,550,216,ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,160,298,450,198,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,134,115,850,345,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR5,123,329,650,315,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,96,399,450,222,ATX,Micro-ATX,0
AM5,AM4,DDR4,DDR4,115,347,450,221,ATX,Micro-ATX,0
AM4,AM4,DDR5,DDR4,149,407,550,333,ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,114,254,750,288,ATX,ATX,1
AM5,AM5,DDR5,DDR5,107,352,450,355,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,67,370,550,343,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,65,435,750,350,Micro-ATX,ATX,0
LGA1700,LGA1200,DDR5,DDR4,159,96,650,195,Micro-ATX,Mini-ITX,0
LGA1700,LGA1200,DDR5,DDR4,70,345,750,352,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,122,108,750,282,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,73,426,550,283,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,159,299,550,320,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR5,167,177,650,214,ATX,ATX,0
AM4,AM4,DDR4,DDR4,128,144,550,338,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,91,371,650,354,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,114,389,650,264,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,156,89,850,249,ATX,Mini-ITX,1
AM5,AM4,DDR4,DDR4,137,203,650,206,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,80,262,850,207,Mini-ITX,ATX,0
AM5,LGA1700,DDR4,DDR5,73,339,850,315,ATX,ATX,0
AM4,AM4,DDR4,DDR4,106,285,550,351,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,147,336,650,240,Mini-ITX,Mini-ITX,1
AM4,AM4,DDR5,DDR4,111,338,550,333,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,107,438,550,306,Micro-ATX,Mini-ITX,0
AM4,LGA1200,DDR4,DDR4,143,324,850,229,ATX,ATX,0
AM5,AM5,DDR5,DDR5,91,355,850,353,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,66,128,750,353,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,165,297,650,234,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,92,361,1000,321,Micro-ATX,Mini-ITX,0
LGA1200,AM4,DDR4,DDR4,111,134,550,233,ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,140,214,550,301,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,167,215,550,307,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,108,194,850,344,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,153,96,450,233,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,95,309,850,275,Mini-ITX,Micro-ATX,0
AM5,LGA1700,DDR4,DDR4,127,263,550,343,Mini-ITX,ATX,0
AM4,AM4,DDR5,DDR4,83,385,450,321,Micro-ATX,ATX,0
AM5,AM4,DDR4,DDR4,152,115,1000,322,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,116,86,750,181,Mini-ITX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,77,321,450,304,Micro-ATX,Mini-ITX,0
LGA1700,AM4,DDR4,DDR4,81,391,550,297,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR5,128,415,650,267,Mini-ITX,Mini-ITX,0
AM4,LGA1700,DDR4,DDR4,151,311,450,244,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,113,109,550,279,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,69,155,450,307,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,71,108,650,261,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,67,419,750,321,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,85,87,650,330,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR5,85,213,750,228,Micro-ATX,ATX,0
